source,id,src,dst,relation_type,relation_signal,support_norm,mean_strength_norm,max_strength_norm,lift_norm,confidence_code,has_missing_control,is_particle0_relation,is_core_relation,is_wide_relation,is_head_relation,is_class_relation,is_hypothesis_relation,rtype_run_has_head_signal,rtype_head_supports_hypothesis,rtype_particle_pattern_associated_with_class,rtype_pattern_supports_hypothesis,rtype_task_monitors_hypothesis,class_label_QCD,class_label_Hbb,class_label_Hcc,class_label_Hgg,class_label_H4q,class_label_Hqql,class_label_Zqq,class_label_Wqq,class_label_Tbqq,class_label_Tbl,embedding_json,embedding_dim
relation_edge,rel:99033520,pattern:core_high_pt,hypothesis:AH1,pattern_supports_hypothesis,0.9474324892454034,0.9473112724881844,0.0801697723716941,1.0,0.38811027260126285,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.9474324892454034,0.9473112724881844,0.0801697723716941,1.0,0.38811027260126285,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",23
relation_edge,rel:3566513,pattern:particle0,hypothesis:AH1,pattern_supports_hypothesis,0.9288178736074759,0.904302247134405,0.10325846986248842,1.0,0.38372093023255816,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.9288178736074759,0.904302247134405,0.10325846986248842,1.0,0.38372093023255816,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",23
relation_edge,rel:32166840,pattern:particle0,class:label_Hqql,particle_pattern_associated_with_class,0.9038431160933578,0.8683585548682906,0.02687115145116996,0.9890213980948119,0.38372093023255816,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.9038431160933578,0.8683585548682906,0.02687115145116996,0.9890213980948119,0.38372093023255816,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",23
relation_edge,rel:38796383,pattern:core_high_pt,class:label_Hqql,particle_pattern_associated_with_class,0.8883854508361084,0.9134279794279235,0.0195649036012531,0.9509648333216026,0.38811027260126285,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.8883854508361084,0.9134279794279235,0.0195649036012531,0.9509648333216026,0.38811027260126285,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",23
relation_edge,rel:93637459,pattern:charged,class:label_Hqql,particle_pattern_associated_with_class,0.8708412683666057,0.9318043198119388,0.0171623783607562,0.9350414801173051,0.3513650151668352,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.8708412683666057,0.9318043198119388,0.0171623783607562,0.9350414801173051,0.3513650151668352,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",23
relation_edge,rel:12193410,pattern:particle0,class:label_Tbl,particle_pattern_associated_with_class,0.7622853535108443,0.5450133092487028,0.13940066529376732,0.9833326526272856,0.36324786324786323,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0.7622853535108443,0.5450133092487028,0.13940066529376732,0.9833326526272856,0.36324786324786323,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",23
relation_edge,rel:49226875,pattern:wide,hypothesis:T6_WIDE_SECONDARY_CONTEXT,pattern_supports_hypothesis,0.7525254963492034,0.5740802179970582,0.271359420107008,0.8485122131032076,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0.7525254963492034,0.5740802179970582,0.271359420107008,0.8485122131032076,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0]",23
relation_edge,rel:39544665,pattern:core_high_pt,class:label_Tbl,particle_pattern_associated_with_class,0.7406110999884363,0.5740802179970582,0.11398098963564743,0.9546273020355129,0.33961623365596877,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0.7406110999884363,0.5740802179970582,0.11398098963564743,0.9546273020355129,0.33961623365596877,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",23
relation_edge,rel:82166715,pattern:charged,class:label_Tbl,particle_pattern_associated_with_class,0.7262244406508919,0.5992591196328295,0.09612242965920088,0.9331634595636559,0.3205128205128205,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0.7262244406508919,0.5992591196328295,0.09612242965920088,0.9331634595636559,0.3205128205128205,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",23
relation_edge,rel:19630009,pattern:other_particle,class:label_Hqql,particle_pattern_associated_with_class,0.6639762401798699,0.7623644761006665,0.0286450709324719,0.766578145443072,0.30642954856361154,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.6639762401798699,0.7623644761006665,0.0286450709324719,0.766578145443072,0.30642954856361154,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",23
